fund_id,date_id,date,nav_value,daily_return
1,195,2022-07-15,107.69,-0.0039
1,196,2022-07-16,108.36,0.002
1,197,2022-07-17,108.57,0.0037
1,198,2022-07-18,106.81,-0.0129
1,199,2022-07-19,110.5,0.0208
1,200,2022-07-20,107.98,-0.0027
1,201,2022-07-21,109.45,0.0106
1,202,2022-07-22,109.65,0.0121
1,203,2022-07-23,107.83,-0.005
1,204,2022-07-24,109.59,0.0109
1,205,2022-07-25,110.12,0.0156
1,206,2022-07-26,107.09,-0.0127
1,207,2022-07-27,108.93,0.004
1,208,2022-07-28,108.43,-0.001
1,209,2022-07-29,107.82,-0.0069
1,210,2022-07-30,107.85,-0.0069
1,211,2022-07-31,110.4,0.0163
1,212,2022-08-01,108.29,-0.0035
1,213,2022-08-02,108.27,-0.0039
1,214,2022-08-03,106.71,-0.0186
1,215,2022-08-04,110.85,0.0192
1,216,2022-08-05,109.72,0.0085
1,217,2022-08-06,107.51,-0.0121
1,218,2022-08-07,110.88,0.0185
1,219,2022-08-08,110.48,0.0146
1,220,2022-08-09,110.53,0.0147
1,221,2022-08-10,110.74,0.0164
1,222,2022-08-11,110.29,0.0119
1,223,2022-08-12,109.59,0.0052
1,224,2022-08-13,109.6,0.005
1,225,2022-08-14,108.66,-0.004
1,226,2022-08-15,110.44,0.0121
1,227,2022-08-16,109.45,0.0027
1,228,2022-08-17,109.28,0.0009
1,229,2022-08-18,108.91,-0.0029
1,230,2022-08-19,109.62,0.0033
1,231,2022-08-20,109.12,-0.0015
1,232,2022-08-21,109.27,-0.0005
1,233,2022-08-22,108.21,-0.0105
1,234,2022-08-23,109.2,-0.0017
1,235,2022-08-24,111.31,0.0173
1,236,2022-08-25,108.99,-0.0042
1,237,2022-08-26,109.94,0.0042
1,238,2022-08-27,111.1,0.0145
1,239,2022-08-28,111.03,0.0135
1,240,2022-08-29,109.46,-0.0011
1,241,2022-08-30,108.47,-0.0105
1,242,2022-08-31,108.48,-0.0106
1,243,2022-09-01,109.65,-0.0002
1,244,2022-09-02,108.63,-0.0099
1,245,2022-09-03,110.81,0.0097
1,246,2022-09-04,109.89,0.001
1,247,2022-09-05,111.31,0.0137
1,248,2022-09-06,111.17,0.0121
1,249,2022-09-07,107.79,-0.019
1,250,2022-09-08,111.6,0.0154
1,251,2022-09-09,110.48,0.0049
1,252,2022-09-10,108.52,-0.0133
1,253,2022-09-11,111.82,0.0165
1,254,2022-09-12,110.0,-0.0004
1,255,2022-09-13,110.58,0.0046
1,256,2022-09-14,109.49,-0.0056
1,257,2022-09-15,107.6,-0.0231
1,258,2022-09-16,111.17,0.0091
1,259,2022-09-17,111.12,0.0083
1,260,2022-09-18,111.72,0.0134
1,261,2022-09-19,110.69,0.0038
1,262,2022-09-20,109.65,-0.0059
1,263,2022-09-21,110.48,0.0013
1,264,2022-09-22,111.09,0.0065
1,265,2022-09-23,108.41,-0.018
1,266,2022-09-24,111.25,0.0074
1,267,2022-09-25,111.87,0.0127
1,268,2022-09-26,110.82,0.0028
1,269,2022-09-27,110.64,0.0009
1,270,2022-09-28,110.36,-0.0019
1,271,2022-09-29,109.19,-0.0128
1,272,2022-09-30,109.83,-0.0073
1,273,2022-10-01,108.51,-0.0195
1,274,2022-10-02,110.93,0.002
1,275,2022-10-03,113.93,0.0288
1,276,2022-10-04,112.73,0.0177
1,277,2022-10-05,111.32,0.0046
1,278,2022-10-06,109.65,-0.0107
1,279,2022-10-07,112.45,0.0143
1,280,2022-10-08,110.23,-0.006
1,281,2022-10-09,111.51,0.0051
1,282,2022-10-10,110.02,-0.0085
1,283,2022-10-11,109.85,-0.0104
1,284,2022-10-12,110.9,-0.0012
1,285,2022-10-13,111.82,0.0067
1,286,2022-10-14,111.29,0.0017
1,287,2022-10-15,109.83,-0.0118
1,288,2022-10-16,111.61,0.0039
1,289,2022-10-17,111.42,0.002
1,290,2022-10-18,112.45,0.0109
1,291,2022-10-19,111.27,0.0
1,292,2022-10-20,110.78,-0.0047
1,293,2022-10-21,112.5,0.0104
1,294,2022-10-22,111.55,0.0016
1,295,2022-10-23,110.54,-0.0078
1,296,2022-10-24,110.86,-0.0052
1,297,2022-10-25,111.42,-0.0004
1,298,2022-10-26,112.18,0.006
1,299,2022-10-27,111.84,0.0027
1,300,2022-10-28,110.5,-0.0096
1,301,2022-10-29,112.14,0.0048
1,302,2022-10-30,110.51,-0.0101
1,303,2022-10-31,111.35,-0.0029
1,304,2022-11-01,111.33,-0.0033
1,305,2022-11-02,110.81,-0.0083
1,306,2022-11-03,111.99,0.0019
1,307,2022-11-04,110.95,-0.0077
1,308,2022-11-05,112.95,0.01
1,309,2022-11-06,112.49,0.0055
1,310,2022-11-07,111.17,-0.0066
1,311,2022-11-08,111.84,-0.0009
1,312,2022-11-09,112.96,0.0088
1,313,2022-11-10,112.09,0.0007
1,314,2022-11-11,111.72,-0.0029
1,315,2022-11-12,112.12,0.0004
1,316,2022-11-13,112.28,0.0015
1,317,2022-11-14,111.48,-0.0059
1,318,2022-11-15,111.89,-0.0025
1,319,2022-11-16,110.76,-0.0129
1,320,2022-11-17,113.37,0.01
1,321,2022-11-18,111.73,-0.0049
1,322,2022-11-19,111.57,-0.0066
1,323,2022-11-20,111.02,-0.0118
1,324,2022-11-21,112.76,0.0034
1,325,2022-11-22,113.29,0.0078
1,326,2022-11-23,114.53,0.0186
1,327,2022-11-24,113.68,0.0107
1,328,2022-11-25,114.09,0.0141
1,329,2022-11-26,110.66,-0.0168
1,330,2022-11-27,110.71,-0.0166
1,331,2022-11-28,112.5,-0.001
1,332,2022-11-29,112.44,-0.0018
1,333,2022-11-30,113.42,0.0065
1,334,2022-12-01,113.43,0.0063
1,335,2022-12-02,113.05,0.0026
1,336,2022-12-03,113.51,0.0065
1,337,2022-12-04,112.92,0.0009
1,338,2022-12-05,112.15,-0.0062
1,339,2022-12-06,114.0,0.0099
1,340,2022-12-07,113.03,0.001
1,341,2022-12-08,114.22,0.0113
1,342,2022-12-09,112.19,-0.007
1,343,2022-12-10,111.72,-0.0115
1,344,2022-12-11,113.43,0.0034
1,345,2022-12-12,113.24,0.0013
1,346,2022-12-13,113.06,-0.0005
1,347,2022-12-14,113.44,0.0025
1,348,2022-12-15,115.2,0.0178
1,349,2022-12-16,113.77,0.0048
1,350,2022-12-17,113.4,0.0013
1,351,2022-12-18,113.68,0.0035
1,352,2022-12-19,113.47,0.0013
1,353,2022-12-20,111.08,-0.0201
1,354,2022-12-21,113.02,-0.0033
1,355,2022-12-22,113.43,-0.0
1,356,2022-12-23,112.21,-0.011
1,357,2022-12-24,113.1,-0.0034
1,358,2022-12-25,113.69,0.0015
1,359,2022-12-26,113.91,0.0031
1,360,2022-12-27,115.07,0.0129
1,361,2022-12-28,112.83,-0.0071
1,362,2022-12-29,113.92,0.0023
1,363,2022-12-30,114.78,0.0095
1,364,2022-12-31,115.16,0.0126
1,365,2023-01-01,114.05,0.0025
1,366,2023-01-02,112.94,-0.0076
1,367,2023-01-03,114.94,0.0097
1,368,2023-01-04,114.44,0.005
1,369,2023-01-05,112.78,-0.0099
1,370,2023-01-06,114.31,0.0033
1,371,2023-01-07,113.07,-0.0079
1,372,2023-01-08,113.85,-0.0014
1,373,2023-01-09,114.92,0.0077
1,374,2023-01-10,114.25,0.0015
1,375,2023-01-11,114.66,0.0048
1,376,2023-01-12,115.27,0.0099
1,377,2023-01-13,115.0,0.0072
1,378,2023-01-14,115.57,0.0119
1,379,2023-01-15,114.64,0.0034
1,380,2023-01-16,113.94,-0.003
1,381,2023-01-17,112.71,-0.0141
1,382,2023-01-18,113.51,-0.0073
1,383,2023-01-19,112.95,-0.0125
1,384,2023-01-20,117.12,0.0237
1,385,2023-01-21,114.93,0.0042
1,386,2023-01-22,113.81,-0.0059
1,387,2023-01-23,114.21,-0.0027
1,388,2023-01-24,115.65,0.0096
1,389,2023-01-25,114.98,0.0034
1,390,2023-01-26,116.17,0.0135
1,391,2023-01-27,114.7,0.0003
1,392,2023-01-28,114.0,-0.006
1,393,2023-01-29,112.99,-0.0152
1,394,2023-01-30,117.38,0.0228
1,395,2023-01-31,114.89,0.0009
1,396,2023-02-01,115.1,0.0024
1,397,2023-02-02,116.2,0.0117
1,398,2023-02-03,114.27,-0.0055
1,399,2023-02-04,116.01,0.0094
1,400,2023-02-05,114.1,-0.0075
1,401,2023-02-06,115.87,0.0076
1,402,2023-02-07,115.3,0.0022
1,403,2023-02-08,115.94,0.0076
1,404,2023-02-09,114.96,-0.0013
1,405,2023-02-10,113.55,-0.0138
1,406,2023-02-11,114.64,-0.0046
1,407,2023-02-12,115.64,0.0037
1,408,2023-02-13,113.23,-0.0175
1,409,2023-02-14,115.5,0.0019
1,410,2023-02-15,115.54,0.002
1,411,2023-02-16,114.97,-0.0033
1,412,2023-02-17,116.22,0.0072
1,413,2023-02-18,117.29,0.0162
1,414,2023-02-19,114.99,-0.004
1,415,2023-02-20,115.33,-0.0014
1,416,2023-02-21,114.3,-0.0106
1,417,2023-02-22,115.76,0.0017
1,418,2023-02-23,116.25,0.0057
1,419,2023-02-24,114.69,-0.0081
1,420,2023-02-25,115.22,-0.0038
1,421,2023-02-26,113.88,-0.0157
1,422,2023-02-27,116.56,0.0071
1,423,2023-02-28,115.93,0.0014
1,424,2023-03-01,115.17,-0.0054
1,425,2023-03-02,116.89,0.0091
1,426,2023-03-03,117.74,0.0161
1,427,2023-03-04,116.19,0.0025
1,428,2023-03-05,115.82,-0.001
1,429,2023-03-06,113.37,-0.0224
1,430,2023-03-07,116.46,0.0039
1,431,2023-03-08,114.78,-0.0109
1,432,2023-03-09,115.35,-0.0063
1,433,2023-03-10,116.19,0.0007
1,434,2023-03-11,116.3,0.0013
1,435,2023-03-12,117.92,0.015
1,436,2023-03-13,117.08,0.0075
1,437,2023-03-14,116.43,0.0015
1,438,2023-03-15,116.42,0.0011
1,439,2023-03-16,117.75,0.0123
1,440,2023-03-17,114.39,-0.0169
1,441,2023-03-18,116.3,-0.0008
1,442,2023-03-19,113.8,-0.0226
1,443,2023-03-20,117.58,0.0096
1,444,2023-03-21,116.68,0.0016
1,445,2023-03-22,116.17,-0.0031
1,446,2023-03-23,115.21,-0.0116
1,447,2023-03-24,116.5,-0.0009
1,448,2023-03-25,115.89,-0.0064
1,449,2023-03-26,117.14,0.004
1,450,2023-03-27,116.86,0.0013
1,451,2023-03-28,117.05,0.0027
1,452,2023-03-29,115.45,-0.0113
1,453,2023-03-30,118.11,0.0111
1,454,2023-03-31,116.08,-0.0066
1,455,2023-04-01,117.34,0.004
1,456,2023-04-02,116.91,-0.0
1,457,2023-04-03,115.15,-0.0154
1,458,2023-04-04,115.66,-0.0113
1,459,2023-04-05,116.71,-0.0027
1,460,2023-04-06,117.27,0.0018
1,461,2023-04-07,115.48,-0.0138
1,462,2023-04-08,117.61,0.0042
1,463,2023-04-09,118.55,0.0119
1,464,2023-04-10,117.57,0.0032
1,465,2023-04-11,114.67,-0.0219
1,466,2023-04-12,117.97,0.006
1,467,2023-04-13,117.84,0.0046
1,468,2023-04-14,117.48,0.0012
1,469,2023-04-15,116.55,-0.007
1,470,2023-04-16,115.98,-0.0122
1,471,2023-04-17,118.99,0.0131
1,472,2023-04-18,116.49,-0.0084
1,473,2023-04-19,117.48,-0.0003
1,474,2023-04-20,118.8,0.0107
1,475,2023-04-21,117.26,-0.0028
1,476,2023-04-22,118.45,0.0071
1,477,2023-04-23,118.74,0.0092
1,478,2023-04-24,118.35,0.0056
1,479,2023-04-25,118.4,0.0057
1,480,2023-04-26,119.34,0.0134
1,481,2023-04-27,117.26,-0.0045
1,482,2023-04-28,117.15,-0.0058
1,483,2023-04-29,119.59,0.0146
1,484,2023-04-30,118.55,0.0055
1,485,2023-05-01,118.62,0.0058
1,486,2023-05-02,116.69,-0.0109
1,487,2023-05-03,118.58,0.0048
1,488,2023-05-04,117.57,-0.004
1,489,2023-05-05,118.32,0.0021
1,490,2023-05-06,117.66,-0.0038
1,491,2023-05-07,117.31,-0.0071
1,492,2023-05-08,118.97,0.0066
1,493,2023-05-09,117.63,-0.005
1,494,2023-05-10,117.82,-0.0037
1,495,2023-05-11,120.61,0.0196
1,496,2023-05-12,118.95,0.0053
1,497,2023-05-13,119.63,0.0107
1,498,2023-05-14,117.31,-0.0092
1,499,2023-05-15,119.49,0.009
1,500,2023-05-16,118.9,0.0036
1,501,2023-05-17,119.19,0.0058
1,502,2023-05-18,118.23,-0.0026
1,503,2023-05-19,118.0,-0.0048
1,504,2023-05-20,119.3,0.0058
1,505,2023-05-21,120.02,0.0116
1,506,2023-05-22,120.19,0.0127
1,507,2023-05-23,117.38,-0.0113
1,508,2023-05-24,117.68,-0.009
1,509,2023-05-25,119.04,0.0021
1,510,2023-05-26,119.49,0.0056
1,511,2023-05-27,119.95,0.0091
1,512,2023-05-28,118.53,-0.0031
1,513,2023-05-29,118.78,-0.0012
1,514,2023-05-30,117.55,-0.0119
1,515,2023-05-31,118.5,-0.0042
1,516,2023-06-01,119.91,0.0073
1,517,2023-06-02,119.27,0.0016
1,518,2023-06-03,121.01,0.0159
1,519,2023-06-04,119.1,-0.0004
1,520,2023-06-05,119.58,0.0034
1,521,2023-06-06,119.63,0.0034
1,522,2023-06-07,119.39,0.0012
1,523,2023-06-08,119.11,-0.0015
1,524,2023-06-09,121.17,0.0155
1,525,2023-06-10,117.13,-0.0187
1,526,2023-06-11,117.22,-0.0182
1,527,2023-06-12,118.45,-0.0082
1,528,2023-06-13,118.78,-0.0057
1,529,2023-06-14,118.13,-0.0115
1,530,2023-06-15,118.53,-0.0084
1,531,2023-06-16,119.27,-0.0026
1,532,2023-06-17,119.45,-0.0013
1,533,2023-06-18,120.11,0.0038
1,534,2023-06-19,119.72,0.0003
1,535,2023-06-20,119.5,-0.0018
1,536,2023-06-21,118.93,-0.0069
1,537,2023-06-22,119.54,-0.0021
1,538,2023-06-23,120.52,0.0057
1,539,2023-06-24,120.99,0.0094
1,540,2023-06-25,120.81,0.0076
1,541,2023-06-26,119.62,-0.0026
1,542,2023-06-27,119.37,-0.005
1,543,2023-06-28,119.36,-0.0054
1,544,2023-06-29,120.38,0.0028
1,545,2023-06-30,120.12,0.0004
1,546,2023-07-01,120.42,0.0025
1,547,2023-07-02,119.55,-0.005
1,548,2023-07-03,119.42,-0.0064
1,549,2023-07-04,119.68,-0.0045
1,550,2023-07-05,121.01,0.0062
1,551,2023-07-06,120.91,0.0051
1,552,2023-07-07,120.1,-0.0019
1,553,2023-07-08,121.54,0.0097
1,554,2023-07-09,119.81,-0.0049
1,555,2023-07-10,120.23,-0.0017
1,556,2023-07-11,120.27,-0.0017
1,557,2023-07-12,120.07,-0.0037
1,558,2023-07-13,119.22,-0.011
1,559,2023-07-14,120.69,0.0009
1,560,2023-07-15,121.59,0.0081
1,561,2023-07-16,121.88,0.0101
1,562,2023-07-17,121.22,0.0044
1,563,2023-07-18,119.93,-0.0066
1,564,2023-07-19,121.66,0.0074
1,565,2023-07-20,121.57,0.0064
1,566,2023-07-21,122.28,0.0119
1,567,2023-07-22,120.75,-0.001
1,568,2023-07-23,124.02,0.0257
1,569,2023-07-24,121.61,0.0055
1,570,2023-07-25,120.19,-0.0065
1,571,2023-07-26,120.44,-0.0048
1,572,2023-07-27,121.01,-0.0003
1,573,2023-07-28,122.91,0.015
1,574,2023-07-29,120.75,-0.0031
1,575,2023-07-30,122.39,0.0101
1,576,2023-07-31,121.76,0.0046
1,577,2023-08-01,122.93,0.0139
1,578,2023-08-02,120.92,-0.0029
1,579,2023-08-03,122.51,0.0099
1,580,2023-08-04,119.97,-0.0113
1,581,2023-08-05,123.72,0.0193
1,582,2023-08-06,121.57,0.0012
1,583,2023-08-07,121.97,0.0042
1,584,2023-08-08,120.5,-0.0082
1,585,2023-08-09,123.05,0.0125
1,586,2023-08-10,121.76,0.0016
1,587,2023-08-11,120.22,-0.0114
1,588,2023-08-12,122.81,0.0097
1,589,2023-08-13,121.06,-0.0051
1,590,2023-08-14,121.55,-0.0014
1,591,2023-08-15,122.48,0.006
1,592,2023-08-16,122.55,0.0063
1,593,2023-08-17,120.96,-0.0071
1,594,2023-08-18,120.35,-0.0124
1,595,2023-08-19,121.42,-0.0039
1,596,2023-08-20,122.78,0.0069
1,597,2023-08-21,122.0,0.0003
1,598,2023-08-22,120.9,-0.009
1,599,2023-08-23,123.41,0.0112
1,600,2023-08-24,122.16,0.0007
1,601,2023-08-25,121.88,-0.0019
1,602,2023-08-26,122.68,0.0043
1,603,2023-08-27,120.08,-0.0173
1,604,2023-08-28,121.82,-0.0033
1,605,2023-08-29,121.98,-0.0023
1,606,2023-08-30,119.57,-0.0223
1,607,2023-08-31,122.65,0.0026
1,608,2023-09-01,121.89,-0.004
1,609,2023-09-02,123.09,0.0056
1,610,2023-09-03,123.03,0.0048
1,611,2023-09-04,123.22,0.006
1,612,2023-09-05,122.65,0.0011
1,613,2023-09-06,122.53,-0.0002
1,614,2023-09-07,123.03,0.0036
1,615,2023-09-08,123.07,0.0036
1,616,2023-09-09,122.58,-0.0007
1,617,2023-09-10,124.18,0.012
1,618,2023-09-11,122.93,0.0016
1,619,2023-09-12,122.89,0.0009
1,620,2023-09-13,121.75,-0.0086
1,621,2023-09-14,123.35,0.004
1,622,2023-09-15,122.59,-0.0024
1,623,2023-09-16,123.31,0.0032
1,624,2023-09-17,121.36,-0.013
1,625,2023-09-18,122.02,-0.0079
1,626,2023-09-19,121.52,-0.0123
1,627,2023-09-20,124.21,0.0093
1,628,2023-09-21,124.04,0.0076
1,629,2023-09-22,124.95,0.0147
1,630,2023-09-23,122.45,-0.006
1,631,2023-09-24,123.42,0.0016
1,632,2023-09-25,123.36,0.0008
1,633,2023-09-26,123.48,0.0015
1,634,2023-09-27,123.65,0.0026
1,635,2023-09-28,123.94,0.0046
1,636,2023-09-29,122.55,-0.0069
1,637,2023-09-30,123.8,0.0029
1,638,2023-10-01,124.83,0.011
1,639,2023-10-02,123.93,0.0034
1,640,2023-10-03,124.02,0.0038
1,641,2023-10-04,121.95,-0.0132
1,642,2023-10-05,124.65,0.0083
1,643,2023-10-06,123.73,0.0006
1,644,2023-10-07,122.26,-0.0116
1,645,2023-10-08,123.83,0.0008
1,646,2023-10-09,124.06,0.0023
1,647,2023-10-10,125.05,0.0101
1,648,2023-10-11,123.27,-0.0046
1,649,2023-10-12,124.0,0.0009
1,650,2023-10-13,124.55,0.0051
1,651,2023-10-14,123.83,-0.0011
1,652,2023-10-15,122.8,-0.0096
1,653,2023-10-16,122.49,-0.0124
1,654,2023-10-17,123.51,-0.0045
1,655,2023-10-18,125.4,0.0104
1,656,2023-10-19,124.87,0.0059
1,657,2023-10-20,125.71,0.0123
1,658,2023-10-21,124.88,0.0053
1,659,2023-10-22,124.53,0.0022
1,660,2023-10-23,125.39,0.0088
1,661,2023-10-24,123.66,-0.0054
1,662,2023-10-25,123.05,-0.0106
1,663,2023-10-26,125.86,0.0117
1,664,2023-10-27,124.41,-0.0003
1,665,2023-10-28,125.83,0.0108
1,666,2023-10-29,125.97,0.0117
1,667,2023-10-30,122.86,-0.0136
1,668,2023-10-31,124.57,-0.0002
1,669,2023-11-01,122.43,-0.0176
1,670,2023-11-02,125.03,0.0029
1,671,2023-11-03,126.37,0.0134
1,672,2023-11-04,125.16,0.0034
1,673,2023-11-05,124.73,-0.0004
1,674,2023-11-06,124.47,-0.0028
1,675,2023-11-07,125.14,0.0023
1,676,2023-11-08,125.39,0.004
1,677,2023-11-09,123.04,-0.0151
1,678,2023-11-10,124.73,-0.0019
1,679,2023-11-11,124.19,-0.0065
1,680,2023-11-12,125.56,0.0041
1,681,2023-11-13,125.14,0.0005
1,682,2023-11-14,125.05,-0.0005
1,683,2023-11-15,125.66,0.004
1,684,2023-11-16,127.1,0.0153
