investor_id,fund_id,transaction_date,date_id,amount_inr,transaction_type,state,city_tier,age_group,gender,kyc_status,annual_income_lakh,amfi_code,city
4,4,2025-05-02,1217,3500.4,LUMPSUM,Odisha,T2,60+,F,Approved,25.5,129641,City_31
4,26,2023-08-30,606,44654.86,SIP,Madhya Pradesh,B30,30-40,M,Approved,37.3,159680,City_92
5,26,2022-09-15,257,45446.85,SIP,West Bengal,T30,50-60,F,Approved,3.2,114896,City_78
5,25,2023-11-18,686,14116.73,LUMPSUM,Kerala,T3,50-60,M,Approved,25.9,107544,City_80
5,29,2023-09-25,632,23859.67,SIP,Assam,T30,40-50,M,Approved,2.6,189273,City_23
5,14,2025-04-08,1193,33930.66,REDEMPTION,Uttar Pradesh,T3,50-60,F,Approved,9.4,103913,City_52
5,27,2024-05-05,855,39311.37,LUMPSUM,Tamil Nadu,T3,20-30,M,Approved,47.3,137355,City_37
5,31,2023-03-09,432,36151.72,REDEMPTION,Kerala,T30,40-50,M,Approved,4.9,101995,City_17
5,17,2022-01-07,6,38924.2,SIP,Punjab,T30,50-60,M,Approved,17.0,143311,City_73
5,7,2023-03-07,430,20348.81,LUMPSUM,Maharashtra,T2,60+,F,Approved,14.1,125806,City_35
5,26,2022-12-05,338,33511.95,SIP,Madhya Pradesh,B30,30-40,M,Approved,47.3,190019,City_74
5,24,2024-12-16,1080,24274.33,LUMPSUM,Maharashtra,T30,20-30,F,Approved,35.6,131231,City_71
5,39,2024-02-23,783,24543.33,REDEMPTION,Chhattisgarh,T3,50-60,F,Approved,39.3,159048,City_20
6,34,2022-06-16,166,43183.39,LUMPSUM,Madhya Pradesh,T30,20-30,F,Approved,41.5,140968,City_46
6,7,2025-06-30,1276,26164.78,REDEMPTION,Uttar Pradesh,T3,60+,M,Approved,19.3,110372,City_79
6,21,2023-06-29,544,41967.73,LUMPSUM,Uttar Pradesh,B30,50-60,F,Approved,34.0,154446,City_18
6,25,2025-01-02,1097,32359.49,SIP,Haryana,T3,60+,F,Approved,32.4,154028,City_25
7,9,2025-09-16,1354,17643.65,REDEMPTION,West Bengal,B30,40-50,M,Approved,2.6,147352,City_14
7,18,2023-01-07,371,32858.26,LUMPSUM,Rajasthan,T2,50-60,F,Approved,5.0,101828,City_19
7,36,2024-11-19,1053,48126.96,LUMPSUM,Chhattisgarh,B30,60+,M,Approved,47.9,178566,City_92
7,12,2023-05-15,499,36676.53,SIP,Uttar Pradesh,B30,50-60,F,Approved,34.2,185845,City_90
8,15,2022-06-26,176,24108.16,REDEMPTION,Bihar,B30,50-60,M,Approved,27.0,103435,City_46
8,11,2022-07-09,189,25943.96,LUMPSUM,Karnataka,T3,20-30,M,Approved,23.5,163492,City_10
8,9,2023-08-11,587,47786.26,LUMPSUM,Uttar Pradesh,T30,20-30,F,Approved,19.1,110989,City_51
8,29,2023-04-28,482,23631.46,REDEMPTION,Kerala,T30,40-50,M,Approved,31.8,183399,City_70
8,21,2023-12-25,723,42753.56,LUMPSUM,Odisha,B30,20-30,F,Approved,16.6,122216,City_67
8,33,2023-10-08,645,41247.25,LUMPSUM,Jharkhand,T3,60+,F,Approved,10.5,194604,City_58
8,37,2023-06-03,518,13075.46,LUMPSUM,Chhattisgarh,T3,50-60,F,Approved,16.7,199384,City_14
9,24,2022-01-27,26,23337.57,SIP,Himachal Pradesh,T3,40-50,M,Approved,47.3,142961,City_87
9,33,2023-10-22,659,12600.8,LUMPSUM,Karnataka,T3,40-50,M,Approved,17.2,155391,City_9
9,22,2023-12-23,721,22655.95,LUMPSUM,Tamil Nadu,T3,60+,M,Approved,40.9,129574,City_4
9,27,2024-10-11,1014,8238.62,SIP,Uttar Pradesh,T3,40-50,M,Approved,38.3,118969,City_37
9,2,2025-04-03,1188,10688.95,SIP,Jharkhand,T3,40-50,F,Approved,42.4,168615,City_52
9,32,2025-04-13,1198,39510.08,REDEMPTION,Haryana,T3,30-40,M,Approved,35.5,170581,City_86
9,16,2022-02-10,40,26798.05,REDEMPTION,Odisha,T30,30-40,M,Approved,49.7,118811,City_33
10,21,2025-06-27,1273,18639.41,LUMPSUM,West Bengal,T2,30-40,M,Approved,19.6,156354,City_69
10,21,2025-02-18,1144,27387.91,REDEMPTION,Uttar Pradesh,T3,20-30,M,Approved,19.2,125070,City_1
10,8,2023-12-29,727,20647.06,SIP,Rajasthan,B30,30-40,F,Approved,10.1,159736,City_46
10,10,2025-01-08,1103,46715.44,LUMPSUM,Madhya Pradesh,T2,60+,M,Approved,46.6,161207,City_37
11,31,2024-01-25,754,6700.87,REDEMPTION,Karnataka,T30,40-50,M,Approved,13.9,198892,City_35
11,32,2022-01-28,27,8747.66,LUMPSUM,Madhya Pradesh,T30,30-40,M,Approved,43.3,119979,City_6
11,32,2024-07-02,913,40017.07,REDEMPTION,Rajasthan,B30,60+,F,Approved,45.1,141565,City_90
11,14,2024-04-16,836,42951.67,LUMPSUM,Chhattisgarh,B30,40-50,F,Approved,31.0,189672,City_20
11,40,2023-11-14,682,27828.53,LUMPSUM,Bihar,B30,20-30,F,Approved,12.0,132888,City_23
11,36,2023-04-20,474,17783.39,SIP,Maharashtra,B30,40-50,M,Approved,6.6,157347,City_13
12,23,2024-12-09,1073,37493.65,LUMPSUM,Gujarat,T2,30-40,F,Approved,47.1,127358,City_44
12,14,2024-05-11,861,45756.86,SIP,Punjab,T30,20-30,M,Approved,5.8,114614,City_60
12,6,2022-11-19,322,10285.87,LUMPSUM,Madhya Pradesh,T2,40-50,F,Approved,6.7,158730,City_20
12,26,2025-03-02,1156,27567.62,SIP,Uttar Pradesh,B30,30-40,F,Approved,45.3,147473,City_37
12,15,2024-12-03,1067,36228.39,REDEMPTION,Uttar Pradesh,B30,40-50,M,Approved,36.0,138076,City_12
12,2,2022-08-22,233,25345.08,LUMPSUM,Jharkhand,T3,30-40,M,Approved,49.7,158343,City_37
12,5,2025-04-27,1212,15706.63,LUMPSUM,West Bengal,B30,20-30,F,Approved,15.6,120013,City_78
12,38,2024-04-22,842,26541.83,REDEMPTION,Punjab,B30,20-30,M,Approved,16.7,110047,City_71
12,27,2023-09-30,637,22606.54,SIP,Rajasthan,B30,20-30,F,Approved,19.8,107985,City_34
13,25,2024-04-05,825,7306.97,LUMPSUM,Haryana,B30,30-40,F,Approved,18.6,163534,City_45
13,20,2024-02-03,763,16033.0,REDEMPTION,Assam,B30,60+,F,Approved,9.9,126622,City_86
13,24,2024-05-16,866,3764.24,REDEMPTION,Karnataka,T3,60+,F,Approved,37.9,157902,City_46
13,18,2022-07-31,211,48837.64,REDEMPTION,Punjab,T2,40-50,F,Approved,48.6,156575,City_7
13,16,2023-05-20,504,13648.85,LUMPSUM,Karnataka,B30,20-30,M,Approved,14.7,176146,City_36
14,28,2023-08-15,591,28225.89,LUMPSUM,Maharashtra,B30,50-60,M,Approved,4.3,162593,City_25
14,36,2024-01-22,751,12940.23,LUMPSUM,Jharkhand,T30,40-50,M,Approved,33.2,143967,City_61
14,34,2022-09-29,271,24438.12,LUMPSUM,Jharkhand,B30,30-40,F,Approved,26.4,130481,City_57
15,39,2023-07-17,562,10882.6,SIP,Chhattisgarh,B30,30-40,F,Approved,7.1,176634,City_98
15,19,2023-02-16,411,31420.24,REDEMPTION,Gujarat,T30,50-60,F,Approved,46.9,178996,City_63
15,11,2023-11-22,690,10773.69,LUMPSUM,Haryana,T30,30-40,F,Approved,19.9,118180,City_83
15,29,2024-06-01,882,14908.08,LUMPSUM,Uttar Pradesh,B30,30-40,M,Approved,29.3,123197,City_38
15,13,2024-09-25,998,36637.5,SIP,Gujarat,B30,20-30,M,Approved,26.6,124706,City_26
15,40,2024-11-25,1059,20142.02,LUMPSUM,Uttar Pradesh,T3,60+,F,Approved,34.8,135232,City_83
15,23,2022-11-30,333,10617.84,SIP,Uttar Pradesh,T2,20-30,M,Approved,25.0,156031,City_13
15,5,2024-07-11,922,27213.27,LUMPSUM,Chhattisgarh,B30,20-30,M,Approved,18.3,190199,City_90
16,24,2022-06-08,158,14583.77,REDEMPTION,Haryana,T30,40-50,F,Approved,20.8,148685,City_26
16,32,2023-12-21,719,35853.58,REDEMPTION,Gujarat,T2,20-30,M,Approved,16.9,100347,City_45
16,36,2022-05-01,120,6127.86,REDEMPTION,Bihar,T30,30-40,F,Approved,29.4,135089,City_89
16,39,2025-06-10,1256,34187.98,SIP,Punjab,T30,20-30,M,Approved,15.2,150241,City_70
16,26,2025-05-11,1226,5411.45,REDEMPTION,Himachal Pradesh,T2,40-50,M,Approved,30.7,115643,City_49
16,10,2025-06-17,1263,34387.99,REDEMPTION,Punjab,T30,50-60,M,Approved,41.7,118141,City_65
16,3,2023-11-22,690,39492.95,SIP,Assam,T30,60+,M,Approved,24.1,111771,City_99
17,7,2025-10-12,1380,41743.9,LUMPSUM,Kerala,T30,20-30,F,Approved,33.7,189671,City_8
17,31,2025-04-10,1195,20567.26,REDEMPTION,Andhra Pradesh,T2,30-40,F,Approved,48.0,146216,City_15
17,3,2023-02-09,404,19489.59,REDEMPTION,Assam,T30,30-40,M,Approved,34.0,157259,City_86
17,22,2024-01-18,747,21569.02,SIP,West Bengal,T30,40-50,F,Approved,13.0,151643,City_22
17,38,2023-09-18,625,45918.56,LUMPSUM,Rajasthan,T2,30-40,F,Approved,41.2,196809,City_1
17,16,2024-10-16,1019,39386.69,REDEMPTION,West Bengal,T30,40-50,M,Approved,30.9,154831,City_1
18,29,2025-03-11,1165,38527.14,SIP,Maharashtra,B30,30-40,M,Approved,40.5,175677,City_20
18,1,2022-08-27,238,32123.71,LUMPSUM,Uttar Pradesh,B30,20-30,F,Approved,36.7,161440,City_75
18,25,2025-02-18,1144,21714.23,REDEMPTION,Haryana,B30,60+,M,Approved,13.1,182921,City_2
18,22,2022-02-09,39,16960.78,LUMPSUM,Odisha,T30,30-40,M,Approved,2.0,191066,City_65
19,31,2024-07-23,934,16983.08,LUMPSUM,Tamil Nadu,T30,40-50,M,Approved,12.6,142026,City_39
19,16,2023-08-16,592,31280.03,REDEMPTION,Tamil Nadu,T3,30-40,M,Approved,44.6,112795,City_77
19,37,2025-09-21,1359,45505.87,SIP,Kerala,T3,40-50,M,Approved,15.1,174174,City_71
19,16,2024-01-23,752,49498.98,SIP,Gujarat,B30,60+,M,Approved,10.5,132241,City_27
19,37,2025-02-04,1130,29632.67,SIP,Uttar Pradesh,T2,60+,F,Approved,20.6,127575,City_24
19,11,2023-09-28,635,16022.93,REDEMPTION,Madhya Pradesh,T30,50-60,F,Approved,44.8,199606,City_71
19,31,2023-05-03,487,23804.9,SIP,Uttar Pradesh,T3,50-60,F,Approved,24.7,181891,City_85
19,22,2023-05-26,510,42944.78,REDEMPTION,Delhi,T3,30-40,F,Approved,21.2,102926,City_40
20,32,2024-06-13,894,9532.8,REDEMPTION,Chhattisgarh,T3,50-60,M,Approved,39.7,168602,City_74
20,8,2024-09-10,983,10944.08,LUMPSUM,Tamil Nadu,T2,40-50,M,Approved,47.0,102205,City_46
20,1,2024-04-18,838,5968.83,SIP,Himachal Pradesh,T30,50-60,M,Approved,13.9,123528,City_71
20,14,2025-06-01,1247,32875.99,LUMPSUM,Andhra Pradesh,T3,20-30,M,Approved,42.8,173451,City_37
20,19,2024-01-27,756,44179.07,LUMPSUM,Odisha,T2,20-30,M,Approved,46.8,155994,City_68
20,25,2022-07-26,206,24267.55,SIP,Tamil Nadu,T2,30-40,F,Approved,41.9,120504,City_8
20,6,2024-12-10,1074,12643.95,SIP,Kerala,T2,60+,F,Approved,30.8,155423,City_16
20,6,2025-07-13,1289,29964.32,SIP,Delhi,T3,50-60,F,Approved,47.5,128721,City_80
20,31,2022-04-10,99,9899.55,SIP,Assam,B30,20-30,F,Approved,23.1,186835,City_41
20,36,2023-04-24,478,14428.33,SIP,Chhattisgarh,T30,20-30,M,Approved,19.7,105015,City_29
21,14,2023-07-01,546,13003.66,SIP,Punjab,T2,60+,F,Approved,18.6,149626,City_30
21,21,2024-07-06,917,23078.89,REDEMPTION,Karnataka,T30,20-30,F,Approved,11.8,110507,City_38
21,17,2023-10-12,649,48934.82,SIP,Bihar,T2,20-30,M,Approved,25.2,146927,City_98
21,27,2023-08-27,603,45557.79,LUMPSUM,Tamil Nadu,T2,30-40,F,Approved,43.1,120501,City_37
21,14,2025-07-22,1298,24482.57,LUMPSUM,Jharkhand,T2,20-30,F,Approved,10.7,131991,City_38
21,35,2024-12-29,1093,41256.95,REDEMPTION,Gujarat,T2,40-50,F,Approved,38.4,156595,City_71
21,10,2024-05-25,875,9330.28,SIP,Rajasthan,T3,30-40,M,Approved,34.8,146396,City_32
21,11,2024-09-24,997,41027.65,LUMPSUM,Gujarat,T2,20-30,F,Approved,21.2,129427,City_63
21,7,2023-06-08,523,22152.71,LUMPSUM,Rajasthan,T2,40-50,F,Approved,31.7,139885,City_25
21,16,2024-07-08,919,47857.03,REDEMPTION,Madhya Pradesh,T3,60+,F,Approved,14.8,127356,City_74
21,11,2025-10-29,1397,44579.83,REDEMPTION,Assam,B30,60+,F,Approved,39.1,100257,City_69
22,17,2023-09-13,620,38136.89,SIP,Jharkhand,T30,60+,M,Approved,35.4,158825,City_65
22,14,2023-12-07,705,38716.49,SIP,Assam,T2,30-40,M,Approved,28.2,106750,City_54
22,11,2025-02-19,1145,11731.46,LUMPSUM,Rajasthan,B30,30-40,F,Approved,9.2,146834,City_21
22,10,2023-05-05,489,7344.28,LUMPSUM,Uttar Pradesh,T2,40-50,F,Approved,4.0,171078,City_12
22,31,2024-09-12,985,23517.75,SIP,Uttar Pradesh,T2,60+,M,Approved,22.9,185869,City_25
22,29,2024-06-30,911,37320.01,REDEMPTION,Delhi,T3,60+,M,Approved,25.5,178069,City_49
22,8,2025-05-06,1221,17606.39,SIP,Gujarat,T2,60+,M,Approved,19.1,100427,City_16
23,11,2022-02-06,36,49159.99,REDEMPTION,Kerala,T30,40-50,M,Approved,14.9,140598,City_17
23,22,2024-02-15,775,38822.89,REDEMPTION,West Bengal,T3,20-30,M,Approved,32.3,153460,City_60
23,17,2024-09-24,997,7914.75,REDEMPTION,Karnataka,T3,40-50,F,Approved,13.6,156622,City_73
23,17,2025-04-23,1208,14730.15,REDEMPTION,Bihar,T30,30-40,F,Approved,39.0,197729,City_74
23,15,2022-03-11,69,10200.26,SIP,Rajasthan,T30,50-60,F,Approved,47.7,129404,City_27
23,10,2023-10-18,655,45247.17,SIP,Andhra Pradesh,B30,50-60,F,Approved,21.9,179260,City_88
23,3,2024-02-22,782,5473.85,SIP,Punjab,T2,40-50,M,Approved,22.8,141761,City_63
23,30,2023-06-09,524,43387.97,SIP,Madhya Pradesh,B30,30-40,M,Approved,17.4,145050,City_46
23,20,2022-08-13,224,24836.33,SIP,Karnataka,B30,50-60,M,Approved,2.1,190147,City_25
24,15,2022-05-10,129,15021.07,LUMPSUM,Karnataka,T30,50-60,M,Approved,27.7,119251,City_18
24,7,2022-04-01,90,23962.82,LUMPSUM,Madhya Pradesh,T2,30-40,M,Approved,6.5,187635,City_88
24,35,2023-05-09,493,27178.86,REDEMPTION,Kerala,B30,50-60,M,Approved,41.1,102129,City_43
24,9,2025-08-09,1316,45212.95,LUMPSUM,Jharkhand,B30,40-50,M,Approved,44.9,199843,City_84
24,1,2024-08-17,959,9451.55,LUMPSUM,Bihar,T2,40-50,F,Approved,11.8,196530,City_66
24,17,2024-05-19,869,4861.97,REDEMPTION,Uttar Pradesh,T3,30-40,M,Approved,5.2,138279,City_21
24,15,2022-03-06,64,15788.14,LUMPSUM,Assam,T2,20-30,M,Approved,29.2,121809,City_77
24,8,2022-03-14,72,48108.51,LUMPSUM,Kerala,B30,30-40,M,Approved,45.1,169975,City_51
25,33,2024-09-07,980,36770.0,LUMPSUM,Delhi,T30,60+,M,Approved,8.5,160145,City_12
25,24,2023-01-13,377,26155.39,SIP,Jharkhand,T3,60+,F,Approved,42.4,150608,City_32
25,34,2022-04-17,106,2693.2,LUMPSUM,Bihar,T3,30-40,M,Approved,43.7,160374,City_26
25,15,2023-08-18,594,18768.65,REDEMPTION,Bihar,T2,30-40,F,Approved,5.6,154227,City_21
25,33,2023-07-29,574,7804.24,REDEMPTION,Punjab,T3,50-60,F,Approved,41.3,195904,City_28
25,11,2022-05-15,134,6079.34,LUMPSUM,Himachal Pradesh,T3,60+,F,Approved,5.8,165583,City_24
25,23,2023-10-10,647,2871.61,REDEMPTION,Telangana,T30,20-30,F,Approved,48.9,102923,City_83
26,34,2025-05-07,1222,22718.13,LUMPSUM,West Bengal,T2,20-30,F,Approved,26.2,126971,City_28
26,6,2022-03-14,72,678.99,LUMPSUM,Tamil Nadu,T3,60+,F,Approved,34.7,119802,City_10
26,6,2022-04-29,118,29046.52,SIP,Haryana,B30,50-60,M,Approved,32.3,116601,City_96
27,15,2023-04-11,465,30233.81,LUMPSUM,Uttar Pradesh,T2,20-30,M,Approved,47.9,193448,City_99
27,17,2022-01-07,6,31231.67,LUMPSUM,Punjab,T2,30-40,M,Approved,22.0,134465,City_76
27,26,2023-08-14,590,43868.48,REDEMPTION,Tamil Nadu,T3,60+,F,Approved,9.0,186056,City_9
27,12,2024-08-31,973,30961.8,REDEMPTION,Odisha,T2,60+,F,Approved,30.1,172896,City_25
28,40,2024-04-07,827,46930.71,LUMPSUM,Telangana,T3,20-30,M,Approved,36.5,138248,City_84
28,21,2024-11-29,1063,38298.75,LUMPSUM,Chhattisgarh,B30,30-40,M,Approved,10.9,128013,City_63
28,10,2022-10-28,300,25685.04,SIP,Telangana,T2,30-40,M,Approved,7.8,144439,City_34
28,37,2022-10-06,278,41823.65,LUMPSUM,Maharashtra,T2,20-30,F,Approved,6.0,152266,City_33
28,24,2022-02-13,43,4056.43,LUMPSUM,Chhattisgarh,T3,20-30,M,Approved,35.4,125022,City_50
28,39,2024-04-17,837,30451.21,SIP,Punjab,T30,40-50,M,Approved,12.6,153838,City_3
28,39,2025-06-07,1253,18978.68,LUMPSUM,Madhya Pradesh,B30,20-30,F,Approved,40.1,143363,City_12
28,24,2024-07-04,915,19902.74,SIP,Himachal Pradesh,T30,50-60,M,Approved,7.7,178734,City_50
28,3,2024-03-21,810,12985.87,SIP,Assam,T30,60+,M,Approved,24.4,118692,City_41
28,18,2022-10-22,294,21176.27,LUMPSUM,Himachal Pradesh,T2,30-40,M,Approved,19.2,127105,City_8
29,11,2022-04-30,119,34368.56,SIP,Punjab,T30,40-50,M,Approved,13.0,190245,City_81
29,20,2025-10-04,1372,48795.63,LUMPSUM,Jharkhand,T30,60+,M,Approved,23.4,164166,City_55
29,32,2025-07-13,1289,29410.15,SIP,Rajasthan,T2,30-40,M,Approved,27.2,132840,City_41
29,33,2025-08-14,1321,18653.36,LUMPSUM,Kerala,T3,60+,M,Approved,12.9,119830,City_14
29,30,2022-02-21,51,25659.68,LUMPSUM,Karnataka,T3,60+,M,Approved,2.1,166593,City_63
29,34,2022-12-21,354,8169.3,LUMPSUM,Delhi,T2,50-60,M,Approved,17.8,197563,City_67
29,9,2023-03-26,449,22512.6,SIP,Delhi,T2,60+,M,Approved,40.4,187300,City_12
29,28,2025-07-30,1306,33749.95,SIP,Odisha,T2,40-50,F,Approved,47.2,187983,City_48
29,5,2022-08-12,223,47884.32,SIP,Assam,T30,50-60,F,Approved,20.9,104567,City_94
30,9,2024-03-23,812,32657.71,REDEMPTION,West Bengal,T2,20-30,F,Approved,18.1,176746,City_22
30,10,2022-08-02,213,28996.75,REDEMPTION,Jharkhand,T3,40-50,F,Approved,5.5,196452,City_86
30,14,2024-03-01,790,19379.53,REDEMPTION,Punjab,T30,40-50,F,Approved,44.7,175160,City_28
30,6,2022-04-30,119,35628.82,REDEMPTION,Bihar,T30,60+,F,Approved,7.2,156432,City_43
30,4,2024-10-07,1010,19628.35,SIP,Delhi,B30,20-30,M,Approved,40.8,171821,City_37
30,12,2022-02-13,43,25135.97,LUMPSUM,Karnataka,T30,50-60,M,Approved,33.2,112453,City_55
30,22,2024-12-29,1093,28154.2,REDEMPTION,Tamil Nadu,T2,60+,M,Approved,36.4,178436,City_5
30,15,2023-01-26,390,2533.0,REDEMPTION,Karnataka,T3,50-60,M,Approved,11.1,101415,City_47
31,30,2023-09-02,609,5021.75,REDEMPTION,Assam,T30,20-30,M,Approved,6.8,117738,City_15
31,1,2023-11-01,669,17300.27,REDEMPTION,Kerala,T2,50-60,M,Approved,14.9,115503,City_32
31,15,2023-07-06,551,29078.65,SIP,Tamil Nadu,T2,40-50,F,Approved,40.9,125607,City_36
31,2,2025-07-12,1288,27605.0,REDEMPTION,Maharashtra,T30,50-60,F,Approved,29.9,150110,City_14
31,18,2023-05-27,511,17671.36,LUMPSUM,Punjab,B30,60+,M,Approved,17.0,143889,City_72
31,37,2023-10-11,648,4969.6,SIP,Gujarat,B30,60+,M,Approved,7.3,176946,City_39
32,38,2023-02-25,420,3266.35,SIP,West Bengal,T30,30-40,F,Approved,14.9,144894,City_81
32,3,2025-04-03,1188,18804.83,LUMPSUM,Haryana,T30,40-50,F,Approved,2.9,130334,City_43
32,22,2024-11-21,1055,45663.66,LUMPSUM,Tamil Nadu,T2,60+,F,Approved,32.8,168753,City_79
32,38,2023-04-17,471,10780.72,SIP,Jharkhand,T3,20-30,F,Approved,26.6,107478,City_58
32,4,2025-02-06,1132,44799.96,LUMPSUM,Rajasthan,B30,20-30,M,Approved,16.2,131605,City_67
33,24,2025-03-08,1162,42042.34,REDEMPTION,Odisha,B30,40-50,F,Approved,46.5,185299,City_39
33,22,2024-09-02,975,9762.14,REDEMPTION,West Bengal,T3,20-30,F,Approved,44.3,118826,City_65
33,14,2024-11-07,1041,11450.3,REDEMPTION,Rajasthan,T2,50-60,F,Approved,35.6,151393,City_15
33,12,2025-10-16,1384,36823.48,SIP,Chhattisgarh,B30,40-50,M,Approved,18.1,113195,City_25
33,14,2024-08-24,966,4081.04,SIP,Rajasthan,T30,20-30,F,Approved,11.0,174727,City_31
34,13,2022-09-21,263,24421.27,REDEMPTION,Karnataka,B30,20-30,F,Approved,13.8,142933,City_47
34,18,2023-10-22,659,44268.21,SIP,Uttar Pradesh,T30,30-40,M,Approved,34.9,154286,City_48
34,2,2024-08-22,964,42390.05,LUMPSUM,Odisha,T2,40-50,F,Approved,10.1,112703,City_10
34,19,2024-10-13,1016,12631.11,LUMPSUM,Himachal Pradesh,T3,30-40,F,Approved,17.0,158780,City_67
34,2,2023-06-21,536,28337.58,LUMPSUM,Telangana,T3,50-60,F,Approved,20.6,153584,City_22
34,7,2024-06-12,893,23389.87,SIP,Rajasthan,B30,40-50,M,Approved,42.4,107710,City_70
34,20,2025-07-24,1300,48885.38,LUMPSUM,Assam,T30,40-50,M,Approved,9.6,102522,City_21
35,40,2022-03-28,86,27403.67,SIP,Jharkhand,B30,50-60,F,Approved,3.9,183047,City_92
35,20,2024-09-24,997,39932.82,SIP,Maharashtra,T2,20-30,F,Approved,35.1,146347,City_40
35,22,2023-02-05,400,11111.79,SIP,Odisha,T3,40-50,F,Approved,15.3,135829,City_15
36,14,2024-01-14,743,32027.7,LUMPSUM,Maharashtra,B30,50-60,M,Approved,37.1,183611,City_2
36,33,2024-09-13,986,8292.35,REDEMPTION,Karnataka,T3,40-50,F,Approved,17.6,156458,City_4
36,1,2024-02-05,765,8247.0,REDEMPTION,Maharashtra,T3,20-30,M,Approved,12.5,142773,City_86
36,26,2024-04-27,847,26839.53,LUMPSUM,Himachal Pradesh,T3,20-30,M,Approved,34.0,125036,City_85
36,34,2023-12-08,706,11387.8,SIP,Madhya Pradesh,T2,30-40,M,Approved,26.0,132896,City_58
36,21,2023-05-02,486,42411.39,SIP,Rajasthan,B30,50-60,M,Approved,9.4,150754,City_32
37,25,2024-03-01,790,37231.34,SIP,Tamil Nadu,T2,50-60,F,Approved,26.8,199510,City_22
37,20,2023-07-30,575,10445.45,SIP,Himachal Pradesh,T3,30-40,M,Approved,33.4,165368,City_16
37,1,2025-01-08,1103,45105.49,LUMPSUM,Delhi,T30,30-40,F,Approved,16.6,121953,City_77
